Complexity,Loss,Equation
1,1.532382,"x1"
3,0.867537,"x1 - 0.81545526"
5,0.4953224,"(2.1971133 + x1) - x0"
6,0.46592468,"(x1 / x2) * sqrt(x3)"
7,0.18921645,"((x1 / x2) - 0.479776) * x3"
8,0.15940312,"((x1 / sqrt(x0)) / x2) * x3"
9,5.7736926e-11,"((x1 / (x0 - 0.99999595)) / x2) * x3"
11,2.6771207e-11,"((x1 / (x0 - exp(square(0.0016629491)))) / x2) * x3"
15,5.2580163e-14,"((((x1 / (x0 - exp(square(7.270441e-5)))) - 0.008915777) + 0.008915777) / x2) * x3"
