Complexity,Loss,Equation
1,1.532382,"x1"
3,0.867537,"x1 + -0.8153787"
5,0.49532253,"x1 + (2.1971154 - x0)"
6,0.4060265,"sqrt(x3) / (x0 + -1.866038)"
7,0.18948242,"x1 / (x0 - (x3 / x2))"
8,0.13444021,"(x3 / sqrt(x2)) / (x0 + -1.866038)"
9,7.926859e-11,"((x3 / x2) * x1) / (x0 + -0.9999952)"
13,2.593481e-14,"(x1 * (x3 / x2)) / (x0 - sqrt(sqrt(0.91842407 / 0.91842407)))"
