Complexity,Loss,Equation
1,1.532382,"x1"
3,0.8675369,"x1 + -0.8155608"
5,0.49532253,"x1 - (x0 - 2.1971354)"
6,0.46042126,"x1 / (square(x0) / 5.245101)"
7,0.22720411,"((x1 - 1.1946962) * x3) / x2"
8,0.15940306,"((x3 * x1) / sqrt(x0)) / x2"
9,3.7722716e-12,"(x3 * (x1 / x2)) / (-0.9999989 + x0)"
