Complexity,Loss,Equation
1,1.532382,"x1"
3,0.867537,"x1 - 0.8154543"
5,0.49532253,"x1 - (-2.1971147 + x0)"
6,0.46592465,"(x1 * sqrt(x3)) / x2"
7,0.22720411,"x3 / (x2 / (x1 + -1.194705))"
8,0.15940309,"x1 * ((x3 / x2) / sqrt(x0))"
9,2.0420084e-10,"x3 / (x2 / (x1 / (x0 - 0.99999243)))"
14,1.9188703e-10,"(x3 / (x2 / (x1 / (x0 - exp(square(square(0.0810854))))))) * 0.9999697"
16,4.8405724e-14,"(x3 / (x2 / (neg(x1) / (x0 - square(exp(square(square(-0.0013275828)))))))) * -1.0"
