Complexity,Loss,Equation
1,588.0657,"x0"
2,67.681946,"neg(-25.994112)"
3,60.035034,"x2 + 23.04429"
5,42.324463,"(x2 * x3) - -17.400566"
6,41.437157,"neg((x2 + x3) / -0.22970581)"
7,31.705769,"((x0 + x2) + x1) * 2.905378"
9,17.956074,"((x5 + x4) * x1) + (x0 * x3)"
11,1.9372238e-12,"((x5 * x2) + (x0 * x3)) + (x1 * x4)"
14,1.8189894e-12,"(((x5 * x2) + (x4 * x1)) + (x0 * x3)) + square(8.4612157e-7)"
16,1.6552804e-12,"(((x4 * x1) + (neg(x3) + (x5 * x2))) + (x0 * x3)) + x3"
