Complexity,Loss,Equation
1,67.681946,"25.99416"
3,60.035034,"23.04558 + x2"
5,42.32446,"(x3 * x2) - -17.39994"
7,35.909485,"(x3 * x4) + (x2 - -14.741874)"
9,17.956074,"((x4 + x5) * x1) + (x3 * x0)"
11,1.9372238e-12,"(x4 * x1) + ((x2 * x5) + (x3 * x0))"
19,1.5006662e-12,"(((-0.069506444 / -2.233775) + (((x3 + -5.077061e-8) * x0) + (x2 * x5))) + (x1 * x4)) + -0.031116182"
