Complexity,Loss,Equation
1,595.3154,"x4"
2,67.681946,"sqrt(675.7018)"
3,60.035034,"x2 + 23.044296"
4,54.474655,"sqrt(236.97542 * x3)"
5,41.43706,"4.355022 * (x3 + x2)"
6,40.361725,"sqrt((x3 + x2) * 120.032364)"
7,28.507368,"(x3 + (x2 + x4)) * 2.9781797"
9,20.949636,"(x2 * x1) + (8.254324 + (x3 * x0))"
11,1.9372238e-12,"((x2 * x5) + (x0 * x3)) + (x1 * x4)"
